project_id	title	org	act_code	short	long	recipient

51075115	Gesundheitsversorgung und Infrastrukturverbesserung	Germany	72020.01	EMERGENCY/DISTRESS RELIEF	Gesundheitsversorgung und Infrastrukturverbesserung	Afghanistan

51075115	Gesundheitsversorgung und Infrastrukturverbesserung	Germany	73010.04	EMERGENCY/DISTRESS RELIEF	Gesundheitsversorgung und Infrastrukturverbesserung	Afghanistan

51076639		Germany	31181.02	AGRICULTURAL EXTENSION		Chile

51068756	FEDERAL STATES CONTRIBUTIONS	Germany	51010.05	FEDERAL STATES CONTRIBUTIONS		Cameroon

51068756	FEDERAL STATES CONTRIBUTIONS	Germany	51010.02	FEDERAL STATES CONTRIBUTIONS		Cameroon

51010176	SMALL PROJECTS	Germany	25010.08	SMALL PROJECTS		Tuvalu

51021292	INTEGRIERTE FACHKRAFT	Germany	99810.01	INTEGRATED SPECIALIST		Nicaragua

51087655	FED. STATES CONTRIBUTIONS	Germany	21005.01	FED. STATES CONTRIBUTIONS		

51097509	Humanitarian Demining	Germany	15250.01	HUMANITARIAN DEMINING	Demining of contaminated land of 260 hectares	Cambodia

51098095	Urban and Youth Sociology for IRQ NGO	Germany	43040.06	CIVILIAN PEACE-BUILDING, CONFLICT PREVENTION AND RESOLUTION	meeting (15 days) in Germany for Iraqi-Kurdish NGO activists, on the agenda social questions on civil society, human rights, social change, migration, problems of urban youth, gender differences	Iraq

51098095	Urban and Youth Sociology for IRQ NGO	Germany	16010.05	CIVILIAN PEACE-BUILDING, CONFLICT PREVENTION AND RESOLUTION	meeting (15 days) in Germany for Iraqi-Kurdish NGO activists, on the agenda social questions on civil society, human rights, social change, migration, problems of urban youth, gender differences	Iraq

51098095	Urban and Youth Sociology for IRQ NGO	Germany	15150.07	CIVILIAN PEACE-BUILDING, CONFLICT PREVENTION AND RESOLUTION	meeting (15 days) in Germany for Iraqi-Kurdish NGO activists, on the agenda social questions on civil society, human rights, social change, migration, problems of urban youth, gender differences	Iraq

51098095	Urban and Youth Sociology for IRQ NGO	Germany	42010.01	CIVILIAN PEACE-BUILDING, CONFLICT PREVENTION AND RESOLUTION	meeting (15 days) in Germany for Iraqi-Kurdish NGO activists, on the agenda social questions on civil society, human rights, social change, migration, problems of urban youth, gender differences	Iraq

51098095	Urban and Youth Sociology for IRQ NGO	Germany	11120.06	CIVILIAN PEACE-BUILDING, CONFLICT PREVENTION AND RESOLUTION	meeting (15 days) in Germany for Iraqi-Kurdish NGO activists, on the agenda social questions on civil society, human rights, social change, migration, problems of urban youth, gender differences	Iraq

51098095	Urban and Youth Sociology for IRQ NGO	Germany	15220.01	CIVILIAN PEACE-BUILDING, CONFLICT PREVENTION AND RESOLUTION	meeting (15 days) in Germany for Iraqi-Kurdish NGO activists, on the agenda social questions on civil society, human rights, social change, migration, problems of urban youth, gender differences	Iraq

51098095	Urban and Youth Sociology for IRQ NGO	Germany	15150.02	CIVILIAN PEACE-BUILDING, CONFLICT PREVENTION AND RESOLUTION	meeting (15 days) in Germany for Iraqi-Kurdish NGO activists, on the agenda social questions on civil society, human rights, social change, migration, problems of urban youth, gender differences	Iraq

51098095	Urban and Youth Sociology for IRQ NGO	Germany	92030.01	CIVILIAN PEACE-BUILDING, CONFLICT PREVENTION AND RESOLUTION	meeting (15 days) in Germany for Iraqi-Kurdish NGO activists, on the agenda social questions on civil society, human rights, social change, migration, problems of urban youth, gender differences	Iraq

51105492	Strengthening civil society	Germany	15150.01	STRENGTHENING CIVIL SOCIETY	Stärkung der Zivilgesellschaft	Rwanda

51141476	AFGHAN. ZUCKERFABRIK PPP	Germany	31120.07	INDUSTRIAL CROPS/EXPORT CROPS		Afghanistan

51141476	AFGHAN. ZUCKERFABRIK PPP	Germany	32120.06	INDUSTRIAL CROPS/EXPORT CROPS		Afghanistan

51125650	Strengthening of national disaster risk management systems	Germany	74010.06	STRENGTHENING OF NATIONAL DISASTER RISK MANAGEMENT SYSTEMS	Die Bevölkerung in den durch extreme Naturereignisse wie Überschwemmungen, Wirbelstürme und Dürren betroffenen Distrikten führt gemeinsam mit INGC und den lokalen Verwaltungen Katastrophen vorbeugende Maßnahmen durch.	Mozambique

54175572	improv.of living conditions of urban poor in area of Jakarta, Indonesia	Germany	43030.03	IMPROV.OF LIVING CONDITIONS OF URBAN POOR IN AREA OF JAKARTA, INDONESIA	Programme for improvement of living conditions of the urban poor in the area of Jakarta, Indonesia	Indonesia

54183315	VERWALTUNGSWISSENSCHAFTEN	Germany	15140.01	GOVERNMENT ADMINISTRATION		Zambia

54189503	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Senegal

54189503	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	15105.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Senegal

54196273	Strengthening civil society	Germany	15150.01	STRENGTHENING CIVIL SOCIETY	Strengthening civil society	Zambia

54170664	POLIZEILICHE AUSBILDUNGS- UND AUSSTATTUNGSHILFE	Germany	15130.06	GOVERNMENT ADMINISTRATION		Ethiopia

54170664	POLIZEILICHE AUSBILDUNGS- UND AUSSTATTUNGSHILFE	Germany	15130.04	GOVERNMENT ADMINISTRATION		Ethiopia

54170664	POLIZEILICHE AUSBILDUNGS- UND AUSSTATTUNGSHILFE	Germany	15140.01	GOVERNMENT ADMINISTRATION		Ethiopia

54208229	Rural women initiatives for transformation and empowerment	Germany	43040.01	WOMEN'S EQUALITY ORGANISATIONS AND INSTITUTIONS	Stärkung der Rechte von Frauen und Verbesserung ihrer wirtschaftlichen Lebensgrundlage, Fortführung	Philippines

54208229	Rural women initiatives for transformation and empowerment	Germany	42010.01	WOMEN'S EQUALITY ORGANISATIONS AND INSTITUTIONS	Stärkung der Rechte von Frauen und Verbesserung ihrer wirtschaftlichen Lebensgrundlage, Fortführung	Philippines

54208229	Rural women initiatives for transformation and empowerment	Germany	15150.09	WOMEN'S EQUALITY ORGANISATIONS AND INSTITUTIONS	Stärkung der Rechte von Frauen und Verbesserung ihrer wirtschaftlichen Lebensgrundlage, Fortführung	Philippines

54154142		Germany	72010.01	HUMANITARIAN AID		Zimbabwe

54148615		Germany	72040.01	EMERGENCY FOOD AID		Iraq

54240654	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Myanmar

54240654	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	15105.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Myanmar

54255063	HUMAN RIGHTS:  CIVILIAN PEACE BUILDING	Germany	15150.07	HUMAN RIGHTS: CIVILIAN PEACE BUILDING		Uganda

54255063	HUMAN RIGHTS:  CIVILIAN PEACE BUILDING	Germany	15220.01	HUMAN RIGHTS: CIVILIAN PEACE BUILDING		Uganda

54224971		Germany	31130.01	AGRICULTURAL LAND RESOURCES		Peru

54249299	AFFORESTATION PROJECT SHANXI	Germany	31220.02	AFFORESTATION/WASTELAND CULTIVATION		China

54249887	Small projects fund for continuing support of youth activities	Germany	16010.05	SMALL PROJECTS FUND FOR CONTINUING SUPPORT OF YOUTH ACTIVITIES	Small projects fund for continuing support of youth activities in Palestine	Palestinian Adm. Areas

54250199	Capacity Building of NGOs for Non-Violent Transformation and Lobbying at National and International Level	Germany	15220.01	CIVILIAN PEACE-BUILDING, CONFLICT PREVENTION AND RESOLUTION	Capacity Building of NGOs for Non-Violent Transformation and Lobbying at National and International Level	India

54250199	Capacity Building of NGOs for Non-Violent Transformation and Lobbying at National and International Level	Germany	15150.05	CIVILIAN PEACE-BUILDING, CONFLICT PREVENTION AND RESOLUTION	Capacity Building of NGOs for Non-Violent Transformation and Lobbying at National and International Level	India

54250199	Capacity Building of NGOs for Non-Violent Transformation and Lobbying at National and International Level	Germany	92030.01	CIVILIAN PEACE-BUILDING, CONFLICT PREVENTION AND RESOLUTION	Capacity Building of NGOs for Non-Violent Transformation and Lobbying at National and International Level	India

54221308	MASTER OF PUBLIC MANAGEMENT 2004/2005	Germany	15140.01	MASTER OF PUBLIC MANAGEMENT 2004/2005		China

54344426	NMH WFP / WEP - PRRO 10071.1, LIEFERUNG VON 717 MT MAIS	Germany	72040.01	EMERGENCY FOOD AID		Zambia

54344426	NMH WFP / WEP - PRRO 10071.1, LIEFERUNG VON 717 MT MAIS	Germany	72010.01	EMERGENCY FOOD AID		Zambia

54347651	Government administration	Germany	15140.01	GOVERNMENT ADMINISTRATION	Öffentlicher Sektor	Peru

54351539	INTEGRIERTE FACHKRAFT	Germany	99810.01	INTEGRATED SPECIALIST		Tanzania

54321049	Umsetzung des indonesischen Wettbewerbsrecht	Germany	15110.01	ECONOMIC AND DEVELOPMENT POLICY/PLANNING	Umsetzung des indonesischen Wettbewerbsrecht	Indonesia

54321049	Umsetzung des indonesischen Wettbewerbsrecht	Germany	15110.02	ECONOMIC AND DEVELOPMENT POLICY/PLANNING	Umsetzung des indonesischen Wettbewerbsrecht	Indonesia

54321709	Working programme of the Justice and Peace Commission in the Archdiocese of Blantyre / Malawi	Germany	15150.07	HUMAN RIGHTS	Working programme of the Justice and Peace Commission in the Archdiocese of Blantyre / Malawi	Malawi

54321709	Working programme of the Justice and Peace Commission in the Archdiocese of Blantyre / Malawi	Germany	15130.01	HUMAN RIGHTS	Working programme of the Justice and Peace Commission in the Archdiocese of Blantyre / Malawi	Malawi

54321709	Working programme of the Justice and Peace Commission in the Archdiocese of Blantyre / Malawi	Germany	15220.01	HUMAN RIGHTS	Working programme of the Justice and Peace Commission in the Archdiocese of Blantyre / Malawi	Malawi

54325749	INTEGRIERTE FACHKRAFT	Germany	99810.01	INTEGRATED SPECIALIST		Egypt

54329013	integr. Community dev. in South of Sulawesi, Makassar/ MATEPE	Germany	43040.02	INTEGR. COMMUNITY DEV. IN SOUTH OF SULAWESI, MAKASSAR/ MATEPE	Integrated Community Development in the South of Sulawesi, Makassar/ MATEPE (continued)	Indonesia

54337895	Integrated Experts	Germany	99810.01	INTEGRATED EXPERTS	Integrated Experts	Lesotho

54292943	INTEGRIERTE FACHKRAFT	Germany	99810.01	INTEGRATED SPECIALIST		Philippines

54295825	LutteTraficPiresFormesTravail Enfants II	Germany	16020.07	LUTTE TRAFIC ET PIRES FORMES DE TRAVAIL DES ENFANTS	LutteTraficPiresFormesTravail Enfants II	Burkina Faso

54372789	INTEGRATED SPECIALIST	Germany	99810.01	INTEGRATED SPECIALIST		Kyrgyz Republic

54380804	Support for Partners	Germany	15150.07	HUMAN RIGHTS	Sonderposition Partnerunterstützung	Chile

54382827	PUBLIC SECTOR FINANCIAL MANAGEMENT	Germany	15120.01	PUBLIC SECTOR FINANCIAL MANAGEMENT		Kenya

54388116	Regional policies to promote sustainable forest dev. in amazonas region	Germany	31210.01	REGIONAL POLICIES TO PROMOTE SUSTAINABLE FOREST DEV. IN AMAZONAS REGION	Regional policies to promote sustainable forest development in the amazonas region	Brazil

54392243	DEVELOPMENT WORKER	Germany	51010.05	DEVELOPMENT EXPERT		Mozambique

54396292	humanitarian aid	Germany	72010.01	HUMANITARIAN AID	humanitarian aid	Lebanon

54399879	SUPPORT TO THE AGROPROCESSING INDUSTRY IN KOSOVO (UNMIK)	Germany	32120.06	SUPPORT TO THE AGROPROCESSING INDUSTRY IN KOSOVO (UNMIK)		Serbia

54421052	DEVELOPMENT AID VOLUNTEER	Germany	99810.01	DEVELOPMENT AID VOLUNTEER		Zimbabwe

54358925	EMERGENCY/DISTRESS RELIEF	Germany	72010.01	EMERGENCY/DISTRESS RELIEF		Burundi

54417820	Support of Legal and Juridical Reform in Central Asian Countries	Germany	15130.03	SUPPORT OF LEGAL AND JURIDICAL REFORM IN CENTRAL ASIAN COUNTRIES	Rechtsstaatlich und marktwirtschaftlich orientierte Reformgesetze in Zivil-, Wirtschafts- und Verwaltungsrecht liegen zur Verabschiedung vor und die Justiz ist dazu befähigt, sie zu Gunsten Rechtsschutz-suchender Bürger-/innen anzuwenden.	

54417820	Support of Legal and Juridical Reform in Central Asian Countries	Germany	15130.06	SUPPORT OF LEGAL AND JURIDICAL REFORM IN CENTRAL ASIAN COUNTRIES	Rechtsstaatlich und marktwirtschaftlich orientierte Reformgesetze in Zivil-, Wirtschafts- und Verwaltungsrecht liegen zur Verabschiedung vor und die Justiz ist dazu befähigt, sie zu Gunsten Rechtsschutz-suchender Bürger-/innen anzuwenden.	

54417820	Support of Legal and Juridical Reform in Central Asian Countries	Germany	15130.04	SUPPORT OF LEGAL AND JURIDICAL REFORM IN CENTRAL ASIAN COUNTRIES	Rechtsstaatlich und marktwirtschaftlich orientierte Reformgesetze in Zivil-, Wirtschafts- und Verwaltungsrecht liegen zur Verabschiedung vor und die Justiz ist dazu befähigt, sie zu Gunsten Rechtsschutz-suchender Bürger-/innen anzuwenden.	

54435450	Governance, Participation and pro-poor budgeting in PRSP-Processes	Germany	16010.02	GOVERNANCE, PARTICIPATION AND PRO-POOR BUDGETING IN PRSP-PROCESSES	Strengthening of Governance, Partizipation and pro-poor budgeting in PRSP-Processes in anglophon Afrikan Countries	Malawi

54435450	Governance, Participation and pro-poor budgeting in PRSP-Processes	Germany	15140.04	GOVERNANCE, PARTICIPATION AND PRO-POOR BUDGETING IN PRSP-PROCESSES	Strengthening of Governance, Partizipation and pro-poor budgeting in PRSP-Processes in anglophon Afrikan Countries	Malawi

54435450	Governance, Participation and pro-poor budgeting in PRSP-Processes	Germany	15150.02	GOVERNANCE, PARTICIPATION AND PRO-POOR BUDGETING IN PRSP-PROCESSES	Strengthening of Governance, Partizipation and pro-poor budgeting in PRSP-Processes in anglophon Afrikan Countries	Malawi

54437083	MPM	Germany	15140.01	GOVERNMENT ADMINISTRATION		Cambodia

54465138	DEVELOPMENT WORKER	Germany	51010.05	DEVELOPMENT EXPERT		Botswana

54467321	POLIZEILICHE AUSBILDUNGS- UND AUSSTATTUNGSHILFE	Germany	15130.06	GOVERNMENT ADMINISTRATION		Peru

54467321	POLIZEILICHE AUSBILDUNGS- UND AUSSTATTUNGSHILFE	Germany	15130.04	GOVERNMENT ADMINISTRATION		Peru

54467321	POLIZEILICHE AUSBILDUNGS- UND AUSSTATTUNGSHILFE	Germany	15140.01	GOVERNMENT ADMINISTRATION		Peru

54459652	Advanced Training in Administrative Sciences and Public Management	Germany	11430.05	GOVERNMENT ADMINISTRATION	Advanced Training in Administrative Sciences and Public Management	Cameroon

54459652	Advanced Training in Administrative Sciences and Public Management	Germany	15110.03	GOVERNMENT ADMINISTRATION	Advanced Training in Administrative Sciences and Public Management	Cameroon

54523380	MANAGEMENT PGR-04-BMZ-DEU-LI	Germany	99810.01	MANAGEMENT PGR-04-BMZ-DEU-LI		Thailand

54526223	FED. STATES CONTRIB.: CULTURE/RECREATION	Germany	16010.07	FED. STATES CONTRIB.: CULTURE/RECREATION		Iran

54561933	INTEGRIERTE FACHKRAFT	Germany	99810.01	INTEGRATED SPECIALIST		Nigeria

54500196	Integrated Experts	Germany	99810.01	INTEGRATED EXPERTS	Integrated Experts	Georgia

54502292	humanitarian aid	Germany	72010.01	HUMANITARIAN AID	humanitarian aid	Afghanistan

54528757	FOREIGN CULTURAL RELATIONS	Germany	16010.07	FOREIGN CULTURAL RELATIONS	FOREIGN CULTURAL RELATIONS	Tajikistan

54536422	Agricultural water resources	Germany	31140.01	AGRICULTURAL WATER RESOURCES	Landwirtschaftliche Wasserressourcen	Ethiopia

54495408	INTEGRATED SPECIALIST	Germany	99810.01	INTEGRATED SPECIALIST		Ecuador

54544168	LEGAL AND JUDICIAL DEVELOPMENT	Germany	15130.01	LEGAL AND JUDICIAL DEVELOPMENT		Tajikistan

54550552	humanitarian aid	Germany	72010.01	EMERGENCY/DISTRESS RELIEF	humanitarian aid	Bolivia

54632463	SMALL PROJECTS	Germany	25010.08	SMALL PROJECTS		Costa Rica

54642505	EMERGENCY PROGRAMME FOR REFUGEES	Germany	72010.01	EMERGENCY/DISTRESS RELIEF		Armenia

54607519	Integrated Experts	Germany	99810.01	INTEGRATED EXPERTS	Integrated Experts	Serbia

54647059	humanitarian aid	Germany	72010.01	HUMANITARIAN AID	humanitarian aid	Afghanistan

54653054	Palace of Qatna, Syria	Germany	41040.01	CULTURE AND RECREATION	Conservation after Excavations at the Palace of Qatna, Syria	Syria

54653054	Palace of Qatna, Syria	Germany	16010.07	CULTURE AND RECREATION	Conservation after Excavations at the Palace of Qatna, Syria	Syria

67634742	humanitarian aid	Germany	72010.01	HUMANITARIAN AID	humanitarian aid	Uganda

67710764	promotion of sports relations and donations in kind, Central Agency for Schools Abroad	Germany	16010.07	PROMOTION OF SPORTS RELATIONS AND DONATIONS IN KIND, CENTRAL AGENCY FOR SCHOOLS ABROAD	promotion of sports relations and donations in kind, Central Agency for Schools Abroad	Burkina Faso

67718615	Advanced Training in Administrative Sciences and Public Management	Germany	11430.05	GOVERNMENT ADMINISTRATION	Advanced Training in Administrative Sciences and Public Management	Turkey

67718615	Advanced Training in Administrative Sciences and Public Management	Germany	15110.03	GOVERNMENT ADMINISTRATION	Advanced Training in Administrative Sciences and Public Management	Turkey

67722889	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Chile

67722889	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	15105.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Chile

67731286		Germany	72040.01	EMERGENCY FOOD AID		Cambodia

67707698	Development Aid Coordinator for Faizabad and Kunduz / Afghanistan	Germany	72050.01	DEVELOPMENT AID COORDINATOR FOR FAIZABAD AND KUNDUZ / AFGHANISTAN	Development Aid Coordinator for Faizabad and Kunduz / Afghanistan	Afghanistan

67974777	Integrated Experts	Germany	99810.01	INTEGRATED EXPERTS	Integrated Experts	Yemen

67950592	Implementation of the project Protection of Children of Kiev Our kids.	Germany	16010.05	STRENGTHENING CIVIL SOCIETY	Implementation of the project Protection of Children of Kiev Our kids.	Ukraine

67950592	Implementation of the project Protection of Children of Kiev Our kids.	Germany	91010.01	STRENGTHENING CIVIL SOCIETY	Implementation of the project Protection of Children of Kiev Our kids.	Ukraine

67961397	FED. STATES CONTRIB.:CIVIL SOCIETY	Germany	15150.01	FED. STATES CONTRIB.:CIVIL SOCIETY		South Africa

67936595	Gender Mainstreaming in Job Positions, cross country/ LRS	Germany	15150.09	GENDER MAINSTREAMING IN JOB POSITIONS, CROSS COUNTRY/ LRS	Gender Mainstreaming in Job Positions, cross country/ LRS	South Africa

67941492	STABILITY PACT FOR SOUTH EASTERN EUROPE	Germany	15220.01	STABILITY PACT FOR SOUTH EASTERN EUROPE		Serbia

67988934	FLUECHTLINGSHILFE	Germany	72010.01	AID TO REFUGEES		Iran

67995855	Support of the all african Ministers Conference on Decentralization (AMCOD)	Germany	11120.06	SUPPORT OF THE ALL AFRICAN MINISTERS CONFERENCE ON DECENTRALIZATION (AMCOD)	Support of the all african Ministers Conference on Decentralization (AMCOD)	

67995855	Support of the all african Ministers Conference on Decentralization (AMCOD)	Germany	15140.03	SUPPORT OF THE ALL AFRICAN MINISTERS CONFERENCE ON DECENTRALIZATION (AMCOD)	Support of the all african Ministers Conference on Decentralization (AMCOD)	

67996362		Germany	72030.01	EMERGENCY/DISTRESS RELIEF	Aus- und Aufbau der Trinkwasserversorgung in Nordafghanistan	Afghanistan

68188905	VERWALTUNGSWISSENSCHAFTEN	Germany	15140.01	GOVERNMENT ADMINISTRATION		Sri Lanka

68165251	EULEX Kosovo	Germany	15210.01	EULEX KOSOVO	Assistance to Kosovo authorities, judical authorities and law enforcement agencies in strengthening an independent multi-ethnic justice system and police and customs service	Serbia

68165251	EULEX Kosovo	Germany	15130.03	EULEX KOSOVO	Assistance to Kosovo authorities, judical authorities and law enforcement agencies in strengthening an independent multi-ethnic justice system and police and customs service	Serbia

68165251	EULEX Kosovo	Germany	15130.06	EULEX KOSOVO	Assistance to Kosovo authorities, judical authorities and law enforcement agencies in strengthening an independent multi-ethnic justice system and police and customs service	Serbia

68165639	work in programmes, Goethe Institute	Germany	16020.05	WORK IN PROGRAMMES, GOETHE INSTITUTE	work in programmes, Goethe Institute	Bangladesh

68151438	FEDERAL STATES CONTRIBUTIONS	Germany	51010.05	FEDERAL STATES CONTRIBUTIONS		Mongolia

68151438	FEDERAL STATES CONTRIBUTIONS	Germany	51010.02	FEDERAL STATES CONTRIBUTIONS		Mongolia

68175492	Support of the Ministry for Foreign Affairs regarding the design of international political relation to Western Europe	Germany	15110.01	GOVERNMENT ADMINISTRATION	Support of the Ministry for Foreign Affairs regarding the design of international political relation to Western Europe	Afghanistan

68175492	Support of the Ministry for Foreign Affairs regarding the design of international political relation to Western Europe	Germany	15150.04	GOVERNMENT ADMINISTRATION	Support of the Ministry for Foreign Affairs regarding the design of international political relation to Western Europe	Afghanistan

68176232		Germany	31181.02	AGRICULTURAL EXTENSION		Zimbabwe

68229145	ZIVILER FRIEDENSDIENST	Germany	15220.01	CIVILIAN PEACE-BUILDING, CONFLICT PREVENTION AND RESOLUTION		

68237353	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Uzbekistan

68237353	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	15105.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Uzbekistan

68219497	SMALL PROJECTS	Germany	25010.08	SMALL PROJECTS		Palestinian Adm. Areas

68370771	NMH WFP / WEP - PRRO 10054.2 - LIEFERUNG VON 200 MT ZUCKER UND 1.423 MT MAIS	Germany	72040.01	EMERGENCY FOOD AID		Angola

68370771	NMH WFP / WEP - PRRO 10054.2 - LIEFERUNG VON 200 MT ZUCKER UND 1.423 MT MAIS	Germany	72010.01	EMERGENCY FOOD AID		Angola

68377546	police stations in Vardooj and Yamgan	Germany	15130.06	POLICE STATIONS IN VARDOOJ AND YAMGAN	improvement of law, order and security in Vardooj and Yamgan	Afghanistan

68414872	Regular German contribution to the World Food Programme in 2032	Germany	72040.01	REGULAR GERMAN CONTRIBUTION TO THE WORLD FOOD PROGRAMME IN 2032	Regular German contribution to the World Food Programme in 2032	Bolivia

68396326	INTEGRIERTE FACHKRAFT	Germany	99810.01	INTEGRATED SPECIALIST		Madagascar

68398352	DEVELOPMENT AID VOLUNTEER	Germany	99810.01	DEVELOPMENT AID VOLUNTEER		Papua New Guinea

68425172	KLEINSTMASSNAHMEN AB 1987	Germany	16010.02	SOCIAL SERVICES SMALL PROJECTS		Lesotho

68425172	KLEINSTMASSNAHMEN AB 1987	Germany	16010.01	SOCIAL SERVICES SMALL PROJECTS		Lesotho

68450409	RURAL FINANCE PROJECT	Germany	24040.01	RURAL FINANCE PROJECT		Kyrgyz Republic

68450409	RURAL FINANCE PROJECT	Germany	43040.03	RURAL FINANCE PROJECT		Kyrgyz Republic

68450409	RURAL FINANCE PROJECT	Germany	43040.05	RURAL FINANCE PROJECT		Kyrgyz Republic

68382795	EMERGENCY FOOD AID	Germany	72040.01	EMERGENCY FOOD AID		Malawi

68457409	FED. STATES CONTRIB.: AGRICULTURE RESEARCH	Germany	31182.01	FED. STATES CONTRIB.: AGRICULTURE RESEARCH		

68481124	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		India

68481124	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	15105.01	GOVERNMENT CONTRIBUTIONS VIA NGO		India

68483069	Promotion of Selfhelp-Organisations in Africa (Africa II)	Germany	15150.01	PROMOTION OF SELFHELP-ORGANISATIONS IN AFRICA (AFRICA II)	Förderung von Selbsthilfeorganisationen in Afrika ( Afrika II )	

68485556	Annual Conference of Foreign Ministers in Herat (Economic Cooperation Organisation)	Germany	11120.06	GOVERNMENT ADMINISTRATION	Annual Conference of Foreign Ministers in Herat (Economic Cooperation Organisation)	Afghanistan

68485556	Annual Conference of Foreign Ministers in Herat (Economic Cooperation Organisation)	Germany	15140.01	GOVERNMENT ADMINISTRATION	Annual Conference of Foreign Ministers in Herat (Economic Cooperation Organisation)	Afghanistan

68493263	FOREIGN CULTURAL RELATIONS	Germany	16010.07	FOREIGN CULTURAL RELATIONS	FOREIGN CULTURAL RELATIONS	Syria

68508471	Food Aid - PRRO 10593.0 - Delivery of 181 mt Oil	Germany	72040.01	FOOD AID - PRRO 10593.0 - DELIVERY OF 181 MT OIL	NMH - PRRO 10593.0 - Lieferung von 181 mt Öl	Zambia

68511892	TRANSNET - Transboundary Management of Natural Resources in SADC Region	Germany	41010.01	TRANSNET - TRANSBOUNDARY MANAGEMENT OF NATURAL RESOURCES IN SADC REGION	TRANSNET - Transboundary Management of Natural Resources in the SADC Region	Tanzania

68511892	TRANSNET - Transboundary Management of Natural Resources in SADC Region	Germany	41010.02	TRANSNET - TRANSBOUNDARY MANAGEMENT OF NATURAL RESOURCES IN SADC REGION	TRANSNET - Transboundary Management of Natural Resources in the SADC Region	Tanzania

68538568	Oxidative stress in photosynthetic cells of higher plants	Germany	31182.02	AGRICULTURAL RESEARCH	Oxidative stress in photosynthetic cells of higher plants	Argentina

68544054	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		

68544054	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	15105.01	GOVERNMENT CONTRIBUTIONS VIA NGO		

68599026	HUMAN RIGHTS:  CIVILIAN PEACE BUILDING	Germany	15150.07	HUMAN RIGHTS: CIVILIAN PEACE BUILDING		Sierra Leone

68599026	HUMAN RIGHTS:  CIVILIAN PEACE BUILDING	Germany	15220.01	HUMAN RIGHTS: CIVILIAN PEACE BUILDING		Sierra Leone

68551400	humanitarian aid	Germany	72010.01	EMERGENCY/DISTRESS RELIEF	humanitarian aid	Mozambique

68552178	Training of Election Observers	Germany	15110.03	ELECTIONS	Promotion of Democracy in Haiti	Haiti

68552178	Training of Election Observers	Germany	15150.05	ELECTIONS	Promotion of Democracy in Haiti	Haiti

68552178	Training of Election Observers	Germany	15150.06	ELECTIONS	Promotion of Democracy in Haiti	Haiti

68557777	DEMOKRATISIERUNGSHILFE	Germany	15150.05	DEMOCRACY DEVELOPMENT: ELECTIONS		Kazakhstan

68557777	DEMOKRATISIERUNGSHILFE	Germany	15150.06	DEMOCRACY DEVELOPMENT: ELECTIONS		Kazakhstan

66968896	REINTEGRATION PROJECT ALLAIPIDDY	Germany	73010.01	EMERGENCY/DISTRESS RELIEF		Sri Lanka

66971345	Strengthening of the ability to cooperate internationally as a contribution to the global governance architecture	Germany	15110.01	GOVERNMENT ADMINISTRATION	Strengthening of the ability to cooperate internationally as a contribution to the global governance architecture	South Africa

66971384	InWEnt Regional Offices	Germany	92020.01	INWENT REGIONAL OFFICES	InWEnt Auslandsbüros 2008 - 2011	Paraguay

66977719	humanitarian aid	Germany	72010.01	HUMANITARIAN AID	humanitarian aid	Congo, Democratic Republic of

66979818	Continuation of Advocacy for Justice, Peace and Empowerment in the Philippines	Germany	16010.07	STRENGTHENING CIVIL SOCIETY	Stärkung der Advocacy Arbeit in der kirchlichen Sozialarbeit in den Philippinen	Philippines

66979818	Continuation of Advocacy for Justice, Peace and Empowerment in the Philippines	Germany	16010.01	STRENGTHENING CIVIL SOCIETY	Stärkung der Advocacy Arbeit in der kirchlichen Sozialarbeit in den Philippinen	Philippines

